Bdist3	braDis3	Brachypodium distachyon Bd21 (JGI v3.0)	eukaryota	Streptophyta
Mtrun4	medTru4	Medicago truncatula (Mt4.0v1)	eukaryota	Streptophyta
Graim2	gosRai2	Gossypium raimondii (Cotton v2)	eukaryota	Streptophyta
Ptric3	popTri3	Populus trichocarpa (JGI v3.0)	eukaryota	Streptophyta
Sbico3	sorBic3	Sorghum bicolor (Version 3.1)	eukaryota	Streptophyta
Oarie1	oviAri3	Ovis aries (sheep) (Feb 2010)	eukaryota	Mammalia
Zmays6	zeaMay6	Zea mays B73 (Version AGPv3)	eukaryota	Streptophyta
Gmax2	glyMax2	Glycine max (soybean) (Wm82.a2)	eukaryota	Streptophyta
Rnorv6	rn6	Rattus norvegicus (Rat Jul. 2014 RGSC 6.0/rn6)	eukaryota	Mammalia
Vpaco2	vicPac2	Vicugna pacos (Alpaca Mar. 2013 Vicugna_pacos-2.0.1/vicPac2)	eukaryota	Mammalia
Osati7	orySat7	Oryza sativa Japonica Group (Japanese rice IRGSP-1.0)	eukaryota	Streptophyta
danRer10	danRer10	Danio rerio (Zebrafish Sep. 2014 GRCz10/danRer10)	eukaryota	Vertebrata
proCap1	proCap1	Procavia capensis (Rock hyrax Jul. 2008 Broad/proCap1)	eukaryota	Mammalia
pteVam1	pteVam1	Pteropus vampyrus (Megabat Jul. 2008 Broad/pteVam1)	eukaryota	Mammalia
manEsc6	manEsc6	Manihot esculenta (Cassava v6)	eukaryota	Spermatophyta
Baci_subt_QB928	baciSubt_QB928	Bacillus subtilis QB928	bacteria	Firmicutes	Bacilli
Baci_subt_SG6	baciSubt_SG6	Bacillus subtilis SG6	bacteria	Firmicutes	Bacilli
Baci_subt_T30	baciSubt_T30	Bacillus subtilis T30	bacteria	Firmicutes	Bacilli
Baci_subt_XF_1	baciSubt_XF_1	Bacillus subtilis XF-1	bacteria	Firmicutes	Bacilli
Baci_subt_natto_BEST195	baciSubt_NATTO_BEST195	Bacillus subtilis subsp. natto BEST195	bacteria	Firmicutes	Bacilli
Baci_subt_spizizenii_NRS_231	baciSubt_SPIZIZENII_NRS	Bacillus subtilis subsp. spizizenii NRS 231	bacteria	Firmicutes	Bacilli
Baci_subt_spizizenii_TU_B_10	baciSubt_SPIZIZENII_TU_B	Bacillus subtilis subsp. spizizenii TU-B-10	bacteria	Firmicutes	Bacilli
Baci_subt_spizizenii_W23	baciSubt_SPIZIZENII_W23	Bacillus subtilis subsp. spizizenii str. W23	bacteria	Firmicutes	Bacilli
Baci_subt_subtilis_3NA	baciSubt_SUBTILIS_3NA	Bacillus subtilis subsp. subtilis 3NA	bacteria	Firmicutes	Bacilli
Baci_subt_subtilis_6051_HGW	baciSubt_SUBTILIS_6051_H	Bacillus subtilis subsp. subtilis 6051-HGW	bacteria	Firmicutes	Bacilli
Baci_subt_subtilis_168	baciSubt_SUBTILIS_168	Bacillus subtilis subsp. subtilis str. 168	bacteria	Firmicutes	Bacilli
Baci_subt_subtilis_168_1	baciSubt_SUBTILIS_168_1	Bacillus subtilis subsp. subtilis str. 168	bacteria	Firmicutes	Bacilli
Baci_subt_subtilis_AG1839	baciSubt_SUBTILIS_AG1839	Bacillus subtilis subsp. subtilis str. AG1839	bacteria	Firmicutes	Bacilli
Baci_subt_subtilis_BAB_1	baciSubt_SUBTILIS_BAB_1	Bacillus subtilis subsp. subtilis str. BAB-1	bacteria	Firmicutes	Bacilli
Baci_subt_subtilis_BSP1	baciSubt_SUBTILIS_BSP1	Bacillus subtilis subsp. subtilis str. BSP1	bacteria	Firmicutes	Bacilli
Baci_subt_subtilis_JH642_AG174	baciSubt_SUBTILIS_JH642	Bacillus subtilis subsp. subtilis str. JH642 substr. AG174	bacteria	Firmicutes	Bacilli
Baci_subt_subtilis_OH_131_1	baciSubt_SUBTILIS_OH_131	Bacillus subtilis subsp. subtilis str. OH 131.1	bacteria	Firmicutes	Bacilli
Baci_subt_subtilis_RO_NN_1	baciSubt_SUBTILIS_RO_NN	Bacillus subtilis subsp. subtilis str. RO-NN-1	bacteria	Firmicutes	Bacilli
Baci_thur_97_27	baciThur_97_27	Bacillus thuringiensis 97-27	bacteria	Firmicutes	Bacilli
Baci_thur_BMB171	baciThur_BMB171	Bacillus thuringiensis BMB171	bacteria	Firmicutes	Bacilli
Baci_thur_Bt407	baciThur_BT407	Bacillus thuringiensis Bt407	bacteria	Firmicutes	Bacilli
Baci_thur_HD_771	baciThur_HD_771	Bacillus thuringiensis HD-771	bacteria	Firmicutes	Bacilli
Baci_thur_HD_789	baciThur_HD_789	Bacillus thuringiensis HD-789	bacteria	Firmicutes	Bacilli
Baci_thur_HD1002	baciThur_HD1002	Bacillus thuringiensis HD1002	bacteria	Firmicutes	Bacilli
Baci_thur_HD1011	baciThur_HD1011	Bacillus thuringiensis HD1011	bacteria	Firmicutes	Bacilli
Baci_thur_HD571	baciThur_HD571	Bacillus thuringiensis HD571	bacteria	Firmicutes	Bacilli
Baci_thur_HD682	baciThur_HD682	Bacillus thuringiensis HD682	bacteria	Firmicutes	Bacilli
Baci_thur_MC28	baciThur_MC28	Bacillus thuringiensis MC28	bacteria	Firmicutes	Bacilli
Baci_thur_YBT_1518	baciThur_YBT_1518	Bacillus thuringiensis YBT-1518	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_chinensis_CT_43	baciThur_CHINENSIS_CT_43	Bacillus thuringiensis serovar chinensis CT-43	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_finitimus_YBT_020	baciThur_FINITIMUS_YBT_020	Bacillus thuringiensis serovar finitimus YBT-020	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_galleriae_HD_29	baciThur_GALLERIAE_HD_29	Bacillus thuringiensis serovar galleriae HD-29	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_konkukian_97_27	baciThur_KONKUKIAN_97_27	Bacillus thuringiensis serovar konkukian str. 97-27	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_kurstaki_HD_1	baciThur_KURSTAKI_HD_1	Bacillus thuringiensis serovar kurstaki HD 1	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_kurstaki_HD_1_1	baciThur_KURSTAKI_HD_1_1	Bacillus thuringiensis serovar kurstaki str. HD-1	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_kurstaki_HD73	baciThur_KURSTAKI_HD73	Bacillus thuringiensis serovar kurstaki str. HD73	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_kurstaki_YBT_1520	baciThur_KURSTAKI_YBT_1520	Bacillus thuringiensis serovar kurstaki str. YBT-1520	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_kurstaki_YBT_1520_1	baciThur_KURSTAKI_YBT_1520_1	Bacillus thuringiensis serovar kurstaki str. YBT-1520	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_morrisoni_BGSC_4AA1	baciThur_MORRISONI_BGSC_4AA1	Bacillus thuringiensis serovar morrisoni BGSC 4AA1	bacteria	Firmicutes	Bacilli
Baci_thur_serovar_thuringiensis_IS5056	baciThur_THURINGIENSIS_IS5056	Bacillus thuringiensis serovar thuringiensis str. IS5056	bacteria	Firmicutes	Bacilli
Baci_thur_Al_Hakam	baciThur_AL_HAKAM	Bacillus thuringiensis str. Al Hakam	bacteria	Firmicutes	Bacilli
Baci_toyo_BCT_7112	baciToyo_BCT_7112	Bacillus toyonensis BCT-7112	bacteria	Firmicutes	Bacilli
Baci_weih_KBAB4	baciWeih_KBAB4	Bacillus weihenstephanensis KBAB4	bacteria	Firmicutes	Bacilli
Baci_weih_WSBC_10204	baciWeih_WSBC_10204	Bacillus weihenstephanensis WSBC 10204	bacteria	Firmicutes	Bacilli
Brev_brev_NBRC_100599_NBRC_100599_47	brevBrev_NBRC_100599_NBRC_1005	Brevibacillus brevis NBRC 100599 NBRC 100599 47	bacteria	Firmicutes	Bacilli
Brev_late_LMG_15441	brevLate_LMG_15441	Brevibacillus laterosporus LMG 15441	bacteria	Firmicutes	Bacilli
Carn_malt_LMA28	carnMalt_LMA28	Carnobacterium maltaromaticum LMA28	bacteria	Firmicutes	Bacilli
Carn_17_4	carnSp_17_4	Carnobacterium sp. 17-4	bacteria	Firmicutes	Bacilli
Carn_WN1359	carnSp_WN1359	Carnobacterium sp. WN1359	bacteria	Firmicutes	Bacilli
Ente_cass_EC20	enteCass_EC20	Enterococcus casseliflavus EC20	bacteria	Firmicutes	Bacilli
Ente_faec_62	enteFaec_62	Enterococcus faecalis 62	bacteria	Firmicutes	Bacilli
Ente_faec_ATCC_29212	enteFaec_ATCC29212	Enterococcus faecalis ATCC 29212	bacteria	Firmicutes	Bacilli
Ente_faec_D32	enteFaec_D32	Enterococcus faecalis D32	bacteria	Firmicutes	Bacilli
Ente_faec_DENG1	enteFaec_DENG1	Enterococcus faecalis DENG1	bacteria	Firmicutes	Bacilli
Ente_faec_OG1RF	enteFaec_OG1RF	Enterococcus faecalis OG1RF	bacteria	Firmicutes	Bacilli
Ente_faec_V583	enteFaec_V583	Enterococcus faecalis V583	bacteria	Firmicutes	Bacilli
Ente_faec_Symbioflor_1	enteFaec_SYMBIOFLOR_1	Enterococcus faecalis str. Symbioflor 1	bacteria	Firmicutes	Bacilli
Ente_faec_Aus0004	enteFaec_AUS0004	Enterococcus faecium Aus0004	bacteria	Firmicutes	Bacilli
Ente_faec_Aus0085_AUS0085	enteFaec_AUS0085_AUS0085	Enterococcus faecium Aus0085 AUS0085	bacteria	Firmicutes	Bacilli
Ente_faec_DO	enteFaec_DO	Enterococcus faecium DO	bacteria	Firmicutes	Bacilli
Ente_faec_NRRL_B_2354	enteFaec_NRRL_B_2354	Enterococcus faecium NRRL B-2354	bacteria	Firmicutes	Bacilli
Ente_faec_T110	enteFaec_T110	Enterococcus faecium T110	bacteria	Firmicutes	Bacilli
Ente_hira_ATCC_9790	enteHira_ATCC9790	Enterococcus hirae ATCC 9790	bacteria	Firmicutes	Bacilli
Ente_mund_QU_25_QU25	enteMund_QU_25_QU25	Enterococcus mundtii QU 25 QU25	bacteria	Firmicutes	Bacilli
Ente_7L76	enteSp_7L76	Enterococcus sp. 7L76	bacteria	Firmicutes	Bacilli
Exig_anta_B7_Eab7	exigAnta_B7_EAB7	Exiguobacterium antarcticum B7 Eab7	bacteria	Firmicutes	Bacilli
Exig_sibi_255_15	exigSibi_255_15	Exiguobacterium sibiricum 255-15	bacteria	Firmicutes	Bacilli
Exig_AT1b	exigSp	Exiguobacterium sp. AT1b	bacteria	Firmicutes	Bacilli
Exig_MH3	exigSp_MH3	Exiguobacterium sp. MH3	bacteria	Firmicutes	Bacilli
Geob_kaus_HTA426	geobKaus_HTA426	Geobacillus kaustophilus HTA426	bacteria	Firmicutes	Bacilli
Geob_C56_T3	geobSp_C56_T3	Geobacillus sp. C56-T3	bacteria	Firmicutes	Bacilli
Geob_GHH01	geobSp_GHH01	Geobacillus sp. GHH01	bacteria	Firmicutes	Bacilli
Geob_JF8	geobSp_JF8	Geobacillus sp. JF8	bacteria	Firmicutes	Bacilli
Geob_WCH70	geobSp_WCH70	Geobacillus sp. WCH70	bacteria	Firmicutes	Bacilli
Geob_Y4_1MC1	geobSp_Y4_1MC1	Geobacillus sp. Y4.1MC1	bacteria	Firmicutes	Bacilli
Geob_Y412MC52	geobSp_Y412MC52	Geobacillus sp. Y412MC52	bacteria	Firmicutes	Bacilli
Geob_Y412MC61	geobSp_Y412MC61	Geobacillus sp. Y412MC61	bacteria	Firmicutes	Bacilli
Geob_ther_NG80_2	geobTher_NG80_2	Geobacillus thermodenitrificans NG80-2	bacteria	Firmicutes	Bacilli
Geob_ther_C56_YS93	geobTher_C56_YS93	Geobacillus thermoglucosidasius C56-YS93	bacteria	Firmicutes	Bacilli
Geob_ther_CCB_US3_UF5	geobTher_CCB_US3_UF5	Geobacillus thermoleovorans CCB_US3_UF5	bacteria	Firmicutes	Bacilli
Halo_halo_DSM_2266	haloHalo_DSM2266	Halobacillus halophilus DSM 2266	bacteria	Firmicutes	Bacilli
Jeot_D5	jeotSp_D5	Jeotgalibacillus sp. D5	bacteria	Firmicutes	Bacilli
Jeot_13MG44_air	jeotSp_13MG44_AIR	Jeotgalicoccus sp. 13MG44_air	bacteria	Firmicutes	Bacilli
Kyrp_tusc_DSM_2912	kyrpTusc_DSM2912	Kyrpidia tusciae DSM 2912	bacteria	Firmicutes	Bacilli
Lact_acid_30SC	lactAcid_30SC	Lactobacillus acidophilus 30SC	bacteria	Firmicutes	Bacilli
Lact_acid_FSI4	lactAcid_FSI4	Lactobacillus acidophilus FSI4	bacteria	Firmicutes	Bacilli
Lact_acid_La_14	lactAcid_LA_14	Lactobacillus acidophilus La-14	bacteria	Firmicutes	Bacilli
Lact_acid_NCFM	lactAcid_NCFM	Lactobacillus acidophilus NCFM	bacteria	Firmicutes	Bacilli
Lact_amyl_GRL_1112	lactAmyl_GRL_1112	Lactobacillus amylovorus GRL 1112	bacteria	Firmicutes	Bacilli
Lact_amyl_GRL1118	lactAmyl_GRL1118	Lactobacillus amylovorus GRL1118	bacteria	Firmicutes	Bacilli
Lact_brev_ATCC_367	lactBrev_ATCC367	Lactobacillus brevis ATCC 367	bacteria	Firmicutes	Bacilli
Lact_brev_BSO_464	lactBrev_BSO_464	Lactobacillus brevis BSO 464	bacteria	Firmicutes	Bacilli
Lact_brev_KB290	lactBrev_KB290	Lactobacillus brevis KB290	bacteria	Firmicutes	Bacilli
Lact_buch_CD034	lactBuch_CD034	Lactobacillus buchneri CD034	bacteria	Firmicutes	Bacilli
Lact_buch_NRRL_B_30929	lactBuch_NRRL_B_30929	Lactobacillus buchneri NRRL B-30929	bacteria	Firmicutes	Bacilli
Lact_case_12A	lactCase_12A	Lactobacillus casei 12A	bacteria	Firmicutes	Bacilli
Lact_case_ATCC_334	lactCase_ATCC334	Lactobacillus casei ATCC 334	bacteria	Firmicutes	Bacilli
Lact_case_BD_II	lactCase_BD_II	Lactobacillus casei BD-II	bacteria	Firmicutes	Bacilli
Lact_case_BL23	lactCase_BL23	Lactobacillus casei BL23	bacteria	Firmicutes	Bacilli
Lact_case_LC2W	lactCase_LC2W	Lactobacillus casei LC2W	bacteria	Firmicutes	Bacilli
Lact_case_LOCK919	lactCase_LOCK919	Lactobacillus casei LOCK919	bacteria	Firmicutes	Bacilli
Lact_case_W56	lactCase_W56	Lactobacillus casei W56	bacteria	Firmicutes	Bacilli
Lact_case_Zhang	lactCase_ZHANG	Lactobacillus casei str. Zhang	bacteria	Firmicutes	Bacilli
Lact_case_casei_ATCC_393	lactCase_CASEI_ATCC393	Lactobacillus casei subsp. casei ATCC 393	bacteria	Firmicutes	Bacilli
Lact_cris_ST1	lactCris_ST1	Lactobacillus crispatus ST1	bacteria	Firmicutes	Bacilli
Lact_delb_bulgaricus_2038	lactDelb_BULGARICUS_2038	Lactobacillus delbrueckii subsp. bulgaricus 2038	bacteria	Firmicutes	Bacilli
Lact_delb_bulgaricus_ATCC_11842_JCM_1002	lactDelb_BULGARICUS_ATCC	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 JCM 1002	bacteria	Firmicutes	Bacilli
Lact_delb_bulgaricus_ATCC_BAA_365	lactDelb_BULGARICUS_ATCCBAA_365	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	bacteria	Firmicutes	Bacilli
Lact_delb_bulgaricus_ND02	lactDelb_BULGARICUS_ND02	Lactobacillus delbrueckii subsp. bulgaricus ND02	bacteria	Firmicutes	Bacilli
Lact_ferm_CECT_5716	lactFerm_CECT_5716	Lactobacillus fermentum CECT 5716	bacteria	Firmicutes	Bacilli
Lact_ferm_F_6	lactFerm_F_6	Lactobacillus fermentum F-6	bacteria	Firmicutes	Bacilli
Lact_ferm_IFO_3956	lactFerm_IFO_3956	Lactobacillus fermentum IFO 3956	bacteria	Firmicutes	Bacilli
Lact_gass_130918	lactGass_130918	Lactobacillus gasseri 130918	bacteria	Firmicutes	Bacilli
Lact_gass_ATCC_33323_JCM_1131	lactGass_ATCC33323_JCM_1131	Lactobacillus gasseri ATCC 33323 JCM 1131	bacteria	Firmicutes	Bacilli
Lact_helv_CNRZ32	lactHelv_CNRZ32	Lactobacillus helveticus CNRZ32	bacteria	Firmicutes	Bacilli
Lact_helv_DPC_4571	lactHelv_DPC_4571	Lactobacillus helveticus DPC 4571	bacteria	Firmicutes	Bacilli
Lact_helv_H10	lactHelv_H10	Lactobacillus helveticus H10	bacteria	Firmicutes	Bacilli
Lact_helv_H9	lactHelv_H9	Lactobacillus helveticus H9	bacteria	Firmicutes	Bacilli
Lact_helv_KLDS1_8701	lactHelv_KLDS1_8701	Lactobacillus helveticus KLDS1.8701	bacteria	Firmicutes	Bacilli
Lact_helv_R0052	lactHelv_R0052	Lactobacillus helveticus R0052	bacteria	Firmicutes	Bacilli
Lact_hokk_LOOC260	lactHokk_LOOC260	Lactobacillus hokkaidonensis LOOC260	bacteria	Firmicutes	Bacilli
Lact_john_DPC_6026	lactJohn_DPC_6026	Lactobacillus johnsonii DPC 6026	bacteria	Firmicutes	Bacilli
Lact_john_FI9785	lactJohn_FI9785	Lactobacillus johnsonii FI9785	bacteria	Firmicutes	Bacilli
Lact_john_N6_2	lactJohn_N6_2	Lactobacillus johnsonii N6.2	bacteria	Firmicutes	Bacilli
Lact_john_NCC_533	lactJohn_NCC_533	Lactobacillus johnsonii NCC 533	bacteria	Firmicutes	Bacilli
Lact_kefi_ZW3	lactKefi_ZW3	Lactobacillus kefiranofaciens ZW3	bacteria	Firmicutes	Bacilli
Lact_muco_LM1	lactMuco_LM1	Lactobacillus mucosae LM1	bacteria	Firmicutes	Bacilli
Lact_para_N1115	lactPara_N1115	Lactobacillus paracasei N1115	bacteria	Firmicutes	Bacilli
Lact_para_paracasei_8700_2	lactPara_PARACASEI_8700	Lactobacillus paracasei subsp. paracasei 8700_2	bacteria	Firmicutes	Bacilli
Lact_para_paracasei_JCM_8130	lactPara_PARACASEI_JCM_8	Lactobacillus paracasei subsp. paracasei JCM 8130	bacteria	Firmicutes	Bacilli
Lact_plan_16	lactPlan_16	Lactobacillus plantarum 16	bacteria	Firmicutes	Bacilli
Lact_plan_B21	lactPlan_B21	Lactobacillus plantarum B21	bacteria	Firmicutes	Bacilli
Lact_plan_JDM1	lactPlan_JDM1	Lactobacillus plantarum JDM1	bacteria	Firmicutes	Bacilli
Lact_plan_WCFS1	lactPlan	Lactobacillus plantarum WCFS1	bacteria	Firmicutes	Bacilli
Lact_plan_ZJ316	lactPlan_ZJ316	Lactobacillus plantarum ZJ316	bacteria	Firmicutes	Bacilli
Lact_plan_plantarum_P_8	lactPlan_PLANTARUM_P_8	Lactobacillus plantarum subsp. plantarum P-8	bacteria	Firmicutes	Bacilli
Lact_plan_plantarum_ST_III	lactPlan_PLANTARUM_ST_II	Lactobacillus plantarum subsp. plantarum ST-III	bacteria	Firmicutes	Bacilli
Lact_reut_DSM_20016	lactReut_DSM20016	Lactobacillus reuteri DSM 20016	bacteria	Firmicutes	Bacilli
Lact_reut_I5007	lactReut_I5007	Lactobacillus reuteri I5007	bacteria	Firmicutes	Bacilli
Lact_reut_JCM_1112	lactReut_JCM_1112	Lactobacillus reuteri JCM 1112	bacteria	Firmicutes	Bacilli
Lact_reut_SD2112	lactReut_SD2112	Lactobacillus reuteri SD2112	bacteria	Firmicutes	Bacilli
Lact_reut_TD1	lactReut_TD1	Lactobacillus reuteri TD1	bacteria	Firmicutes	Bacilli
Lact_rham_ATCC_8530	lactRham_ATCC8530	Lactobacillus rhamnosus ATCC 8530	bacteria	Firmicutes	Bacilli
Lact_rham_GG_ATCC_53103	lactRham_GG_ATCC53103	Lactobacillus rhamnosus GG ATCC 53103	bacteria	Firmicutes	Bacilli
Lact_rham_GG_GG_ATCC_53103	lactRham_GG_GG_ATCC53103	Lactobacillus rhamnosus GG GG ATCC 53103	bacteria	Firmicutes	Bacilli
Lact_rham_LOCK900	lactRham_LOCK900	Lactobacillus rhamnosus LOCK900	bacteria	Firmicutes	Bacilli
Lact_rham_LOCK908	lactRham_LOCK908	Lactobacillus rhamnosus LOCK908	bacteria	Firmicutes	Bacilli
Lact_rham_Lc_705	lactRham_LC_705	Lactobacillus rhamnosus Lc 705	bacteria	Firmicutes	Bacilli
Lact_rumi_ATCC_27782	lactRumi_ATCC27782	Lactobacillus ruminis ATCC 27782	bacteria	Firmicutes	Bacilli
Lact_sake_sakei_23K	lactSake_SAKEI_23K	Lactobacillus sakei subsp. sakei 23K	bacteria	Firmicutes	Bacilli
Lact_sali_CECT_5713	lactSali_CECT_5713	Lactobacillus salivarius CECT 5713	bacteria	Firmicutes	Bacilli
Lact_sali_JCM1046	lactSali_JCM1046	Lactobacillus salivarius JCM1046	bacteria	Firmicutes	Bacilli
Lact_sanf_TMW_1_1304	lactSanf_TMW_1_1304	Lactobacillus sanfranciscensis TMW 1.1304	bacteria	Firmicutes	Bacilli
Lact_wkB8	lactSp_WKB8	Lactobacillus sp. wkB8	bacteria	Firmicutes	Bacilli
Lact_garv_ATCC_49156	lactGarv_ATCC49156	Lactococcus garvieae ATCC 49156	bacteria	Firmicutes	Bacilli
Lact_garv_Lg2	lactGarv_LG2	Lactococcus garvieae Lg2	bacteria	Firmicutes	Bacilli
Lact_lact_AI06	lactLact_AI06	Lactococcus lactis AI06	bacteria	Firmicutes	Bacilli
Lact_lact_cremoris_A76	lactLact_CREMORIS_A76	Lactococcus lactis subsp. cremoris A76	bacteria	Firmicutes	Bacilli
Lact_lact_cremoris_KW2	lactLact_CREMORIS_KW2	Lactococcus lactis subsp. cremoris KW2	bacteria	Firmicutes	Bacilli
Lact_lact_cremoris_MG1363	lactLact_CREMORIS_MG1363	Lactococcus lactis subsp. cremoris MG1363	bacteria	Firmicutes	Bacilli
Lact_lact_cremoris_NZ9000	lactLact_CREMORIS_NZ9000	Lactococcus lactis subsp. cremoris NZ9000	bacteria	Firmicutes	Bacilli
Lact_lact_cremoris_SK11	lactLact_CREMORIS_SK11	Lactococcus lactis subsp. cremoris SK11	bacteria	Firmicutes	Bacilli
Lact_lact_cremoris_UC509_9	lactLact_CREMORIS_UC509	Lactococcus lactis subsp. cremoris UC509.9	bacteria	Firmicutes	Bacilli
Lact_lact_lactis_CV56	lactLact_LACTIS_CV56	Lactococcus lactis subsp. lactis CV56	bacteria	Firmicutes	Bacilli
Lact_lact_lactis_IO_1	lactLact_LACTIS_IO_1	Lactococcus lactis subsp. lactis IO-1	bacteria	Firmicutes	Bacilli
Lact_lact_lactis_Il1403_IL1403	lactLact_LACTIS_IL1403_I	Lactococcus lactis subsp. lactis Il1403 IL1403	bacteria	Firmicutes	Bacilli
Lact_lact_lactis_KF147	lactLact_LACTIS_KF147	Lactococcus lactis subsp. lactis KF147	bacteria	Firmicutes	Bacilli
Lact_lact_lactis_KLDS_4_0325	lactLact_LACTIS_KLDS_4_0	Lactococcus lactis subsp. lactis KLDS 4.0325	bacteria	Firmicutes	Bacilli
Lact_lact_lactis_NCDO_2118	lactLact_LACTIS_NCDO_211	Lactococcus lactis subsp. lactis NCDO 2118	bacteria	Firmicutes	Bacilli
Lact_lact_lactis_S0	lactLact_LACTIS_S0	Lactococcus lactis subsp. lactis S0	bacteria	Firmicutes	Bacilli
Leuc_carn_JB16	leucCarn_JB16	Leuconostoc carnosum JB16	bacteria	Firmicutes	Bacilli
Leuc_citr_KM20	leucCitr_KM20	Leuconostoc citreum KM20	bacteria	Firmicutes	Bacilli
Leuc_geli_JB7	leucGeli_JB7	Leuconostoc gelidum JB7	bacteria	Firmicutes	Bacilli
Leuc_geli_gasicomitatum_LMG_18811	leucGeli_GASICOMITATUM_L	Leuconostoc gelidum subsp. gasicomitatum LMG 18811	bacteria	Firmicutes	Bacilli
Leuc_kimc_IMSNU_11154	leucKimc_IMSNU_11154	Leuconostoc kimchii IMSNU 11154	bacteria	Firmicutes	Bacilli
Leuc_mese_KFRI_MG	leucMese_KFRI_MG	Leuconostoc mesenteroides KFRI-MG	bacteria	Firmicutes	Bacilli
Leuc_mese_mesenteroides_ATCC_8293	leucMese_MESENTEROIDES_A	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	bacteria	Firmicutes	Bacilli
Leuc_mese_mesenteroides_J18	leucMese_MESENTEROIDES_J	Leuconostoc mesenteroides subsp. mesenteroides J18	bacteria	Firmicutes	Bacilli
Leuc_C2	leucSp_C2	Leuconostoc sp. C2	bacteria	Firmicutes	Bacilli
List_ivan_WSLC3009	listIvan_WSLC3009	Listeria ivanovii WSLC3009	bacteria	Firmicutes	Bacilli
List_ivan_ivanovii_PAM_55	listIvan_IVANOVII_PAM_55	Listeria ivanovii subsp. ivanovii PAM 55	bacteria	Firmicutes	Bacilli
List_ivan_ivanovii_WSLC_3010	listIvan_IVANOVII_WSLC_3	Listeria ivanovii subsp. ivanovii WSLC 3010	bacteria	Firmicutes	Bacilli
List_ivan_londoniensis_WSLC_30151	listIvan_LONDONIENSIS_WS_1	Listeria ivanovii subsp. londoniensis WSLC 30151	bacteria	Firmicutes	Bacilli
List_ivan_londoniensis_WSLC_30167	listIvan_LONDONIENSIS_WS	Listeria ivanovii subsp. londoniensis WSLC 30167	bacteria	Firmicutes	Bacilli
List_mono_07PF0776	listMono_07PF0776	Listeria monocytogenes 07PF0776	bacteria	Firmicutes	Bacilli
List_mono_08_5578	listMono_08_5578	Listeria monocytogenes 08-5578	bacteria	Firmicutes	Bacilli
List_mono_08_5923	listMono_08_5923	Listeria monocytogenes 08-5923	bacteria	Firmicutes	Bacilli
List_mono_10403S	listMono_10403S	Listeria monocytogenes 10403S	bacteria	Firmicutes	Bacilli
List_mono_6179	listMono_6179	Listeria monocytogenes 6179	bacteria	Firmicutes	Bacilli
List_mono_ATCC_19117	listMono_ATCC19117	Listeria monocytogenes ATCC 19117	bacteria	Firmicutes	Bacilli
List_mono_C1_387	listMono_C1_387	Listeria monocytogenes C1-387	bacteria	Firmicutes	Bacilli
List_mono_CFSAN006122	listMono_CFSAN006122	Listeria monocytogenes CFSAN006122	bacteria	Firmicutes	Bacilli
List_mono_EGD	listMono_EGD	Listeria monocytogenes EGD	bacteria	Firmicutes	Bacilli
List_mono_FSL_R2_561	listMono_FSL_R2_561	Listeria monocytogenes FSL R2-561	bacteria	Firmicutes	Bacilli
List_mono_Finland_1998_Finland_1988	listMono_FINLAND_1998_FINLAND	Listeria monocytogenes Finland 1998 Finland 1988	bacteria	Firmicutes	Bacilli
List_mono_HCC23	listMono_HCC23	Listeria monocytogenes HCC23	bacteria	Firmicutes	Bacilli
List_mono_IZSAM_Lm_hs2008	listMono_IZSAM_LM_HS2008	Listeria monocytogenes IZSAM_Lm_hs2008	bacteria	Firmicutes	Bacilli
List_mono_J0161	listMono_J0161	Listeria monocytogenes J0161	bacteria	Firmicutes	Bacilli
List_mono_J1_220	listMono_J1_220	Listeria monocytogenes J1-220	bacteria	Firmicutes	Bacilli
List_mono_J1776	listMono_J1776	Listeria monocytogenes J1776	bacteria	Firmicutes	Bacilli
List_mono_J1816	listMono_J1816	Listeria monocytogenes J1816	bacteria	Firmicutes	Bacilli
List_mono_J1817	listMono_J1817	Listeria monocytogenes J1817	bacteria	Firmicutes	Bacilli
List_mono_J1926	listMono_J1926	Listeria monocytogenes J1926	bacteria	Firmicutes	Bacilli
List_mono_J2_031	listMono_J2_031	Listeria monocytogenes J2-031	bacteria	Firmicutes	Bacilli
List_mono_J2_064	listMono_J2_064	Listeria monocytogenes J2-064	bacteria	Firmicutes	Bacilli
List_mono_J2_1091	listMono_J2_1091	Listeria monocytogenes J2-1091	bacteria	Firmicutes	Bacilli
List_mono_L312	listMono_L312	Listeria monocytogenes L312	bacteria	Firmicutes	Bacilli
